name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Karachi,Pakistan",2023-01-24,22,7,14.6,22,6.2,14.5,-1.6,35.1,0,0,0,,0,0,27.4,18.4,296.2,1017,0.2,5.7,209.7,18.1,8,10,2023-01-24T07:17:29,2023-01-24T18:10:47,0.08,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-01-25,22.4,8.4,14.8,22.4,7.5,14.7,-1.6,35.5,0,0,0,,0,0,25.2,14.8,82.6,1017.9,0,5.4,215.1,18.5,8,10,2023-01-25T07:17:14,2023-01-25T18:11:32,0.11,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-01-26,23,6,15.3,23,3.9,15,-6.3,26.4,0,0,0,,0,0,39.6,37.1,39.4,1020,1.8,5.2,214.6,18.6,8,10,2023-01-26T07:16:56,2023-01-26T18:12:16,0.15,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-01-27,23,9,16.1,23,6.4,15.8,-6.6,22.6,0,0,0,,0,0,47.9,35.3,40.2,1019.4,29.4,5.7,191.8,16.6,7,10,2023-01-27T07:16:38,2023-01-27T18:13:01,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-01-28,24.4,11.6,17.4,24.4,11.6,17.4,-5.9,20.9,0,0,0,,0,0,36,18.2,45.1,1015.2,9.9,5.1,214.6,18.4,8,10,2023-01-28T07:16:18,2023-01-28T18:13:45,0.25,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-01-29,26,9,17.6,26,8.5,17.6,1.9,36.5,0,0,0,,0,0,29.9,25.9,218.3,1011.5,14.2,5.1,211.2,18.3,8,10,2023-01-29T07:15:57,2023-01-29T18:14:29,0.25,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-01-30,26,11,18.1,26,11,18.1,3.1,43.1,0,0,0,,0,0,21.6,14.8,36,1016.3,0,5,217.8,18.9,8,10,2023-01-30T07:15:34,2023-01-30T18:15:13,0.28,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-01-31,25,13,19.3,25,13,19.3,0.8,30.9,0,0,0,,0,0,42.5,33.5,45.9,1020.3,0,4.8,218.1,18.8,8,10,2023-01-31T07:15:10,2023-01-31T18:15:56,0.32,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-01,26,10,18,26,8.4,17.9,1.6,36.2,0,0,0,,0,0,44.3,29.5,54,1019.1,0,4.8,219.1,19,8,10,2023-02-01T07:14:44,2023-02-01T18:16:39,0.35,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-02,28,9.4,18.1,26.6,9.4,17.9,2.2,39,0,0,0,,0,0,26.6,16.9,337.3,1017.4,0,4.2,221.1,19.1,8,10,2023-02-02T07:14:18,2023-02-02T18:17:22,0.38,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-03,28.4,9,18.9,27,8.5,18.5,4,43.9,0,0,0,,0,0,22.7,14.4,211.4,1016.5,0,4.4,219.8,19.1,8,10,2023-02-03T07:13:50,2023-02-03T18:18:04,0.42,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-04,29,13,20.7,27.4,13,20.5,10.9,59.2,0,0,0,,0,0,24.8,16.2,180.1,1014.5,1.7,4.9,216.7,18.7,8,10,2023-02-04T07:13:20,2023-02-04T18:18:47,0.45,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-02-05,28,14,21.3,27.9,14,21.3,15.9,74.4,0,0,0,,0,0,44.6,35.3,252.8,1012.5,34.4,5.9,209,18.1,8,10,2023-02-05T07:12:50,2023-02-05T18:19:28,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-06,31,20,24.7,29.6,20,24.3,15.2,61.2,0,0,0,,0,0,27.7,20.5,251.7,1012.6,20.6,3.8,223,19.2,8,10,2023-02-06T07:12:18,2023-02-06T18:20:10,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-07,30,14.6,21.8,28.2,14.6,21.4,7.9,47.4,0,0,0,,0,0,28.1,18.4,190.6,1013.8,1,3.9,224.5,19.3,8,10,2023-02-07T07:11:45,2023-02-07T18:20:51,0.55,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-08,30,14,21.6,28.2,14,21.3,11.8,61.8,0,0,0,,0,0,34.6,20.5,266,1013.5,30.2,4.8,220,19,8,10,2023-02-08T07:11:10,2023-02-08T18:21:31,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-09,28,18,22.8,28.6,18,22.9,17.3,73.4,0,0,0,,0,0,43.6,24.1,244.8,1012.2,20.7,4.4,221.9,19.2,8,10,2023-02-09T07:10:35,2023-02-09T18:22:11,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-10,28,20,23.7,28.2,20,23.7,17.4,69.7,0,0,0,,0,0,44.3,25.6,254.8,1012.1,46.5,5.2,223.1,19.3,8,10,2023-02-10T07:09:58,2023-02-10T18:22:51,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-11,31,17,23.2,29.1,17,22.8,10.9,55.2,0,0,0,,0,0,28.8,24.1,359.6,1015.9,16.2,4.1,229.1,19.7,8,10,2023-02-11T07:09:20,2023-02-11T18:23:30,0.69,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-12,29.4,15,22.5,27.7,15,22,3.2,34.4,0,0,0,,0,0,34.2,31.7,48.3,1019.3,0,4.9,232.9,20.2,8,10,2023-02-12T07:08:41,2023-02-12T18:24:09,0.72,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-13,29.4,12,20.8,27.7,12,20.5,0.5,28.8,0,0,0,,0,0,27.4,18.4,303.4,1019,0,5.4,235.6,20.4,8,10,2023-02-13T07:08:01,2023-02-13T18:24:48,0.75,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-02-14,30.6,13,21.6,29.8,13,21.4,10.8,52.7,0,0,0,,0,0,24.8,18.4,241.1,1015.9,0.2,4.5,234.2,20.2,8,10,2023-02-14T07:07:20,2023-02-14T18:25:26,0.79,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-15,31,14,22.2,29.9,14,21.9,13.7,65.2,0,0,0,,0,0,21.6,18.4,201.3,1014.7,27.6,3.6,230.8,19.9,8,10,2023-02-15T07:06:38,2023-02-15T18:26:03,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-16,32,13,22.2,32,13,22.1,15.3,70.1,0,0,0,,0,0,31.7,18.4,210.5,1014.2,39.3,3.9,231.7,19.9,8,10,2023-02-16T07:05:55,2023-02-16T18:26:40,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-17,32,14,22.5,30.5,14,22.3,12.5,57.9,0,0,0,,0,0,24.5,18.4,211.9,1015.1,0.1,3.7,244,21,9,10,2023-02-17T07:05:10,2023-02-17T18:27:17,0.9,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-18,33,13,22.1,31,13,21.7,11.7,58,0,0,0,,0,0,26.6,18.4,211.6,1014.9,9.1,3.6,244.8,21.1,9,10,2023-02-18T07:04:25,2023-02-18T18:27:53,0.93,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-19,32.6,15,22,32.5,15,21.9,14.9,67.9,0,0,0,,0,0,32.8,18.4,226.2,1013.3,37.2,4.4,245.7,21,9,10,2023-02-19T07:03:39,2023-02-19T18:28:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-20,31,18,23.6,31.3,18,23.8,18,73.9,0,0,0,,0,0,36,22.3,240.3,1011.6,25.2,5,244.8,21.2,9,10,2023-02-20T07:02:52,2023-02-20T18:29:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-02-21,32,20,24.4,31.6,20,24.4,17.7,70.6,0,0,0,,0,0,32.8,24.1,230,1012.6,44,4.5,242.1,21,9,10,2023-02-21T07:02:04,2023-02-21T18:29:39,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-22,28,20,23.3,28.5,20,23.4,17.7,72.7,0,0,0,,0,0,40.3,25.9,242.7,1012.4,56.7,4.5,233.2,20,8,10,2023-02-22T07:01:15,2023-02-22T18:30:13,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-23,30,17,23.3,29.4,17,23.3,16.3,67.4,0,0,0,,0,0,31,18.4,246.5,1013.2,66,3.9,229.8,19.9,8,10,2023-02-23T07:00:26,2023-02-23T18:30:47,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-24,30,17,23.3,29.5,17,23.3,16.3,67.6,0,0,0,,0,0,30.2,22.3,237,1014.4,54.4,4.2,234.8,20.3,9,10,2023-02-24T06:59:35,2023-02-24T18:31:21,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-25,31,18,24.5,30,18,24.2,15.6,62.8,0,0,0,,0,0,37.1,24.1,261,1015.9,40.2,5,245.3,21,9,10,2023-02-25T06:58:44,2023-02-25T18:31:54,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-26,33,21,25.3,33.5,21,25.4,18.4,69.4,0,0,0,,0,0,32,18.4,241.5,1017.2,20.1,5.2,246.5,21.2,9,10,2023-02-26T06:57:52,2023-02-26T18:32:27,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-27,33.4,17.8,24.6,32.2,17.8,24.3,16,65.3,0,0,0,,0,0,30.2,20.5,224,1016.7,21.1,3.9,244.1,21.1,9,10,2023-02-27T06:56:59,2023-02-27T18:32:59,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-02-28,33,17,24.3,30.7,17,23.8,14,62.5,0,0,0,,0,0,35.3,20.5,246.8,1015.7,13.6,4.6,255.7,22.1,9,10,2023-02-28T06:56:06,2023-02-28T18:33:31,0.26,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-01,31.6,19.8,24.4,31.3,19.8,24.3,16.9,68,0,0,0,,0,0,23.8,18.4,250.3,1016.9,28.5,3.9,247.6,21.4,9,10,2023-03-01T06:55:12,2023-03-01T18:34:03,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-02,33,21,26.3,31,21,25.8,12.1,44.5,0,0,0,,0,0,46.1,37.1,45.3,1018.5,39.7,5,250.2,21.7,9,10,2023-03-02T06:54:17,2023-03-02T18:34:34,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-03,34,21,26.7,31.5,21,25.9,10.2,39.6,0,0,0,,0,0,39.6,27.7,50.8,1018.9,33.2,5.5,250.6,21.7,9,10,2023-03-03T06:53:21,2023-03-03T18:35:04,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-04,34,22,27.4,31.5,22,26.6,10.1,36.1,0,0,0,,0,0,34.9,20.5,355.4,1018.3,8.3,5.4,257.8,22.4,9,10,2023-03-04T06:52:25,2023-03-04T18:35:35,0.39,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-05,35.4,19,27.2,33.4,19,26.4,10.4,37.5,0,0,0,,0,0,33.1,25.9,310.1,1017.6,2.8,5,258.6,22.4,9,10,2023-03-05T06:51:29,2023-03-05T18:36:05,0.43,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-06,35,22,27.9,32.9,22,27.1,11,37.7,0,0,0,,0,0,36,27.7,292.1,1015.3,5.4,4.9,259.6,22.4,9,10,2023-03-06T06:50:32,2023-03-06T18:36:35,0.46,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-07,35,19,26.7,33.2,19,26.1,10.9,39.6,0,0,0,,0,0,37.1,25.9,223,1013.8,15.7,5.1,258.5,22.2,9,10,2023-03-07T06:49:34,2023-03-07T18:37:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-08,34.4,19,26.7,32.9,19,26.2,12.5,44.8,0,0,0,,0,0,37.1,20.5,174.9,1015.1,6,5.5,257.8,22.1,9,15,2023-03-08T06:48:36,2023-03-08T18:37:33,0.53,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-09,35,19,27.5,32.6,19,26.5,9.7,39.5,0,0,0,,0,0,31.3,22.3,193.9,1015.7,1.3,5.3,266,23.1,9,10,2023-03-09T06:47:38,2023-03-09T18:38:02,0.56,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-10,36,18,27,33.2,18,25.9,5.4,29.7,0,0,0,,0,0,36.7,24.1,236.3,1014.8,19.9,5.4,268.9,23.4,9,10,2023-03-10T06:46:39,2023-03-10T18:38:31,0.6,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-11,35,17,27.1,32.4,17,26.1,6,31.8,0,0,0,,0,0,31.7,29.5,257.8,1014.3,51.9,5,234.1,20.3,8,10,2023-03-11T06:45:39,2023-03-11T18:38:59,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-12,35,20,27.3,32.3,20,26.4,8.1,34.5,0,0,0,,0,0,28.8,20.5,267.6,1013.5,65.7,5.3,233.7,20.1,8,10,2023-03-12T06:44:40,2023-03-12T18:39:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-13,34.4,17,25.4,32.1,17,24.8,11.9,50.1,0,0,0,,0,0,29.2,24.1,223.6,1013.2,14.9,5.8,274.9,23.7,9,10,2023-03-13T06:43:40,2023-03-13T18:39:55,0.7,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-03-14,32,18,25.4,31.3,18,25.2,16.1,60.2,0,0,0,,0,0,29.9,22.3,264.7,1011.1,76.8,4.8,235,20.3,8,10,2023-03-14T06:42:39,2023-03-14T18:40:22,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-15,31,23,26.5,31,23,26.7,18.5,63.3,0,0,0,,0,0,36,25.9,238.3,1008.9,53.7,5.1,258.9,22.4,9,75,2023-03-15T06:41:39,2023-03-15T18:40:49,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-16,31,22,26.5,32.4,22,27,20,69.5,0,0,0,,0,0,45,27.7,240.3,1008.8,35.8,5.1,258.7,22.5,9,75,2023-03-16T06:40:38,2023-03-16T18:41:17,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-17,32.2,24,27,31.7,24,27.2,19.4,65.6,0,0,0,,0,0,31,18.4,240.8,1010.3,53.8,4.8,248.1,21.4,9,60,2023-03-17T06:39:37,2023-03-17T18:41:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-18,32.2,21,26.6,30.7,21,26.2,15.5,55.2,0.2,100,4.17,rain,0,0,35.6,22.3,337.4,1010.2,25,5,264.1,22.8,9,60,2023-03-18T06:38:35,2023-03-18T18:42:10,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-19,31.6,21,25.9,30.5,21,25.7,15.7,55.7,0.1,100,4.17,rain,0,0,28.1,24.1,249.6,1009,36.8,5,263.3,22.8,9,60,2023-03-19T06:37:34,2023-03-19T18:42:37,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-20,30,21,25.1,29.9,21,25.2,16.9,62.1,0.9,100,8.33,rain,0,0,33.8,27.7,212.8,1007.8,40.8,5.1,260.7,22.5,9,60,2023-03-20T06:36:32,2023-03-20T18:43:03,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-21,31,19,24.8,29.4,19,24.6,13.9,53.4,0.1,100,4.17,rain,0,0,37.1,27.7,233,1008,31.9,5.2,260.4,22.4,9,30,2023-03-21T06:35:30,2023-03-21T18:43:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-22,30.2,21,24.8,29.2,21,24.6,15.7,59.9,1.2,100,16.67,rain,0,0,37.1,24.1,215.2,1009,61.2,5.4,250.2,21.6,9,30,2023-03-22T06:34:29,2023-03-22T18:43:56,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-23,27,22,24,27.6,22,24.1,18.5,72.7,13.3,100,50,rain,0,0,43.9,20.5,196.1,1008.5,56.4,5,158.7,13.7,6,30,2023-03-23T06:33:27,2023-03-23T18:44:22,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-24,30,21,25.3,28.3,21,24.9,12.3,48.5,0,0,0,,0,0,43.9,27.7,252.2,1008.3,25.7,4.2,287.5,24.9,10,10,2023-03-24T06:32:25,2023-03-24T18:44:48,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-25,30,22,25.5,29.5,22,25.2,14.8,54.1,0,0,0,,0,0,29.2,24.1,249.9,1010.9,11.3,5.3,277.1,23.9,9,10,2023-03-25T06:31:23,2023-03-25T18:45:13,0.12,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-03-26,32,20,25.8,30.2,20,25.4,14,52.4,0,0,0,,0,0,37.1,22.3,237.6,1012.7,4.6,5.2,288.9,25,10,10,2023-03-26T06:30:21,2023-03-26T18:45:39,0.15,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
